UID,Condition,SpawnTime,AnswerTime,ResponseTime,Question,Answer,CorrectAnswer,IsCorrect,Answered
2,Center_Dir_Far,19.310,24.323,N/A,A. 67 + 15 = 82 vs B. 71 + 11 = 88,N/A,A,False,False
