UID,Condition,SpawnTime,AnswerTime,ResponseTime,Question,Answer,CorrectAnswer,IsCorrect,Answered
2,Center_Dir_Close,5.629,10.629,N/A,A. 28 + 55 = 93 vs B. 28 + 52 = 80,N/A,B,False,False
2,Center_Dir_Close,10.629,15.643,N/A,A. 34 + 53 = 87 vs B. 46 + 16 = 60,N/A,A,False,False
